,loss,acc,val_loss,val_acc,lr
34,0.16809996962547302,0.9371122717857361,0.2582879960536957,0.927288293838501,0.00020000001
35,0.15120917558670044,0.944598913192749,0.22514960169792175,0.9358425736427307,0.00020000001
36,0.15966759622097015,0.9416042566299438,0.22196055948734283,0.9358425736427307,0.00020000001
37,0.1470905840396881,0.9469518661499023,0.23216266930103302,0.9341317415237427,0.00020000001
38,0.14782315492630005,0.944598913192749,0.2366701364517212,0.9349871873855591,0.00020000001
39,0.1548791378736496,0.940962553024292,0.2267172783613205,0.9349871873855591,0.00020000001
40,0.14629296958446503,0.9450267553329468,0.22484980523586273,0.9384089112281799,0.00020000001
41,0.14262261986732483,0.9463101625442505,0.2363797426223755,0.9384089112281799,0.00020000001
42,0.13848112523555756,0.9495187401771545,0.2194661796092987,0.9341317415237427,0.00020000001
43,0.13558797538280487,0.948021411895752,0.2297549694776535,0.9392643570899963,0.00020000001
44,0.13103905320167542,0.9499465227127075,0.21577797830104828,0.940119743347168,0.00020000001
45,0.1317874938249588,0.9495187401771545,0.2138209342956543,0.9409751892089844,0.00020000001
46,0.1357138454914093,0.9490908980369568,0.2106744349002838,0.940119743347168,0.00020000001
47,0.1335315853357315,0.9471657872200012,0.2187463790178299,0.9392643570899963,0.00020000001
48,0.12171687185764313,0.9563636183738708,0.21348357200622559,0.9478186368942261,0.00020000001
49,0.13132083415985107,0.9495187401771545,0.22295208275318146,0.940119743347168,0.00020000001
50,0.11731866747140884,0.9540106654167175,0.21587876975536346,0.9409751892089844,0.00020000001
51,0.11653219908475876,0.9561497569084167,0.22933359444141388,0.9452523589134216,0.00020000001
52,0.12243961542844772,0.9546524286270142,0.21787777543067932,0.9443969130516052,0.00020000001
53,0.12657327950000763,0.9503743052482605,0.24330627918243408,0.9341317415237427,0.00020000001
54,0.11219033598899841,0.9576470851898193,0.21657699346542358,0.9443969130516052,4.0000003e-05
55,0.09834417700767517,0.9636363387107849,0.22121667861938477,0.940119743347168,4.0000003e-05
56,0.10508672147989273,0.9608556032180786,0.21316660940647125,0.9486740827560425,4.0000003e-05
57,0.09735769033432007,0.9619251489639282,0.2121599316596985,0.946107804775238,4.0000003e-05
58,0.09742109477519989,0.9621390104293823,0.22283025085926056,0.946107804775238,4.0000003e-05
59,0.10091032832860947,0.9625668525695801,0.21959713101387024,0.9452523589134216,4.0000003e-05
60,0.0917624905705452,0.9640641808509827,0.21847084164619446,0.9452523589134216,4.0000003e-05
61,0.1034432053565979,0.9610695242881775,0.2195589393377304,0.9478186368942261,4.0000003e-05
62,0.10105052590370178,0.9638502597808838,0.21619954705238342,0.9478186368942261,1e-05
63,0.10209260135889053,0.9642781019210815,0.21560214459896088,0.9469631910324097,1e-05
64,0.09733099490404129,0.9621390104293823,0.2158023715019226,0.946107804775238,1e-05
65,0.09484463930130005,0.9638502597808838,0.21584060788154602,0.9443969130516052,1e-05
66,0.09245266765356064,0.962780773639679,0.21373718976974487,0.9452523589134216,1e-05
